time,Thv,sigma,run,H,V
3180.0,0.012500000186264515,0.0,1,7.89721197350858e-36,1.5794426529890488e-34
3210.0,0.012500000186264515,0.0,1,3.732758491204358e-36,7.465516408436865e-35
3240.0,0.012500000186264515,0.0,1,1.7643570046525847e-36,3.528712359136098e-35
3270.0,0.012500000186264515,0.0,1,8.339530286739203e-37,1.667905662742193e-35
3300.0,0.012500000186264515,0.0,1,3.941827020461721e-37,7.883645431345677e-36
3330.0,0.012500000186264515,0.0,1,1.8631764154113428e-37,3.726364803516765e-36
3360.0,0.012500000186264515,0.0,1,8.806672075377119e-38,1.7613373746177804e-36
3390.0,0.012500000186264515,0.0,1,4.162642567483193e-38,8.325327173920316e-37
3420.0,0.012500000186264515,0.0,1,1.967531224153489e-38,3.935056843113121e-37
3450.0,0.012500000186264515,0.0,1,9.299895223396618e-39,1.8600091445703372e-37
3480.0,0.012500000186264515,0.0,1,4.395735955337447e-39,8.790851976234277e-38
3510.0,0.012500000186264515,0.0,1,2.077682812278977e-39,4.1549707386507074e-38
3540.0,0.012500000186264515,0.0,1,9.820677988573686e-40,1.968225567542562e-38
3570.0,0.012500000186264515,0.0,1,4.6412966956288e-40,9.241092535938155e-39
3600.0,0.012500000186264515,0.0,1,2.2078157954669655e-40,4.4100418113597394e-39
3630.0,0.012500000186264515,0.0,1,1.0366245519689267e-40,1.937960743699614e-39
3650.0,0.012500000186264515,0.0,1,6.497540719381312e-41,1.4741505701866e-39
0.0,0.01701388880610466,0.0,1,0.0,10.0
30.0,0.01701388880610466,0.0,1,0.1993948370218277,3.454052209854126
60.0,0.01701388880610466,0.0,1,0.13773784041404724,2.3613357543945312
90.0,0.01701388880610466,0.0,1,0.09466791152954102,1.6228734254837036
120.0,0.01701388880610466,0.0,1,0.06506604701280594,1.115415096282959
150.0,0.01701388880610466,0.0,1,0.044711463153362274,0.7664810419082642
180.0,0.01701388880610466,0.0,1,0.030722228810191154,0.5266661643981934
210.0,0.01701388880610466,0.0,1,0.021110020577907562,0.3618859052658081
240.0,0.01701388880610466,0.0,1,0.01450527086853981,0.24866169691085815
270.0,0.01701388880610466,0.0,1,0.009969646111130714,0.1709080934524536
300.0,0.01701388880610466,0.0,1,0.006854355335235596,0.11750321090221405
330.0,0.01701388880610466,0.0,1,0.0047125257551670074,0.08078613877296448
360.0,0.01701388880610466,0.0,1,0.0032399743795394897,0.055542413145303726
390.0,0.01701388880610466,0.0,1,0.0022275601513683796,0.038186751306056976
420.0,0.01701388880610466,0.0,1,0.0015315021155402064,0.026254314929246902
450.0,0.01701388880610466,0.0,1,0.0010529463179409504,0.018050506711006165
480.0,0.01701388880610466,0.0,1,0.0007239261758513749,0.012410160154104233
510.0,0.01701388880610466,0.0,1,0.0004977171774953604,0.008532294072210789
540.0,0.01701388880610466,0.0,1,0.00034219285589642823,0.00586616201326251
570.0,0.01701388880610466,0.0,1,0.00023526576114818454,0.004033127333968878
600.0,0.01701388880610466,0.0,1,0.00016175105702131987,0.002772875130176544
630.0,0.01701388880610466,0.0,1,0.00011120788985863328,0.001906421035528183
660.0,0.01701388880610466,0.0,1,7.645809819223359e-5,0.0013107109116390347
690.0,0.01701388880610466,0.0,1,5.256685835774988e-5,0.0009011461515910923
720.0,0.01701388880610466,0.0,1,3.614102388382889e-5,0.0006195605383254588
750.0,0.01701388880610466,0.0,1,2.4847849999787286e-5,0.0004259631677996367
780.0,0.01701388880610466,0.0,1,1.708353011053987e-5,0.0002928605244960636
810.0,0.01701388880610466,0.0,1,1.1745342817448545e-5,0.00020134873921051621
840.0,0.01701388880610466,0.0,1,8.075215191638563e-6,0.00013843229680787772
870.0,0.01701388880610466,0.0,1,5.551913091039751e-6,9.517565194983035e-5
900.0,0.01701388880610466,0.0,1,3.8170742300280835e-6,6.543556810356677e-5
930.0,0.01701388880610466,0.0,1,2.6243337742926087e-6,4.4988570152781904e-5
960.0,0.01701388880610466,0.0,1,1.8042946976493113e-6,3.0930768843973055e-5
990.0,0.01701388880610466,0.0,1,1.2404966582835186e-6,2.1265654140734114e-5
1020.0,0.01701388880610466,0.0,1,8.528719490641379e-7,1.4620663932873867e-5
1050.0,0.01701388880610466,0.0,1,5.863705041520006e-7,1.0052065590571146e-5
1080.0,0.01701388880610466,0.0,1,4.03144326810434e-7,6.911044692969881e-6
1110.0,0.01701388880610466,0.0,1,2.7717183570530324e-7,4.751518645207398e-6
1140.0,0.01701388880610466,0.0,1,1.9056238897974254e-7,3.266783778599347e-6
1170.0,0.01701388880610466,0.0,1,1.310164350343257e-7,2.2459962565335445e-6
1200.0,0.01701388880610466,0.0,1,9.00770444900445e-8,1.5441780760738766e-6
1230.0,0.01701388880610466,0.0,1,6.193013746269571e-8,1.0616601002766402e-6
1260.0,0.01701388880610466,0.0,1,4.257851671241042e-8,7.299174740182934e-7
1290.0,0.01701388880610466,0.0,1,2.9273770962845447e-8,5.018363253839198e-7
1320.0,0.01701388880610466,0.0,1,2.012644451099277e-8,3.450246595093631e-7
1350.0,0.01701388880610466,0.0,1,1.3837424539531185e-8,2.3721302966350777e-7
1380.0,0.01701388880610466,0.0,1,9.513569487751283e-9,1.6308979411405744e-7
1410.0,0.01701388880610466,0.0,1,6.540816333000521e-9,1.1212826223072625e-7
1440.0,0.01701388880610466,0.0,1,4.496974792544961e-9,7.709100913189104e-8
1470.0,0.01701388880610466,0.0,1,3.0917794990870107e-9,5.3001951272335646e-8
1500.0,0.01701388880610466,0.0,1,2.1256758575560752e-9,3.6440166439888344e-8
1530.0,0.01701388880610466,0.0,1,1.4614544019408982e-9,2.505351126558253e-8
1560.0,0.01701388880610466,0.0,1,1.0047853660211103e-9,1.7224907722379612e-8
1590.0,0.01701388880610466,0.0,1,6.90815238346687e-10,1.1842548275353693e-8
1620.0,0.01701388880610466,0.0,1,4.74952466245071e-10,8.14204348387193e-9
1650.0,0.01701388880610466,0.0,1,3.26541543804737e-10,5.597853736105662e-9
1680.0,0.01701388880610466,0.0,1,2.245053032368105e-10,3.84866227776115e-9
1710.0,0.01701388880610466,0.0,1,1.5435294709043035e-10,2.6460509339187865e-9
1740.0,0.01701388880610466,0.0,1,1.0612150741495796e-10,1.8192261030947066e-9
1770.0,0.01701388880610466,0.0,1,7.296117876531838e-11,1.2507630486879862e-9
1800.0,0.01701388880610466,0.0,1,5.0162589360081e-11,8.599301271061677e-10
1830.0,0.01701388880610466,0.0,1,3.4488023548107094e-11,5.912232925453509e-10
1860.0,0.01701388880610466,0.0,1,2.3711359264932952e-11,4.064805159131879e-10
1890.0,0.01701388880610466,0.0,1,1.6302154071112795e-11,2.7946542302537125e-10
1920.0,0.01701388880610466,0.0,1,1.1208129042927784e-11,1.9213935997797194e-10
1950.0,0.01701388880610466,0.0,1,7.705863724893902e-12,1.3210048332989999e-10
1980.0,0.01701388880610466,0.0,1,5.297969528361701e-12,9.082237739654886e-11
2010.0,0.01701388880610466,0.0,1,3.642484317639694e-12,6.244260664090007e-11
2040.0,0.01701388880610466,0.0,1,2.5042986347839635e-12,4.293084984730022e-11
2070.0,0.01701388880610466,0.0,1,1.7217682357975606e-12,2.951603197964836e-11
2100.0,0.01701388880610466,0.0,1,1.1837584948728996e-12,2.0293003388793807e-11
2130.0,0.01701388880610466,0.0,1,8.138630828297133e-13,1.3951942032242037e-11
2160.0,0.01701388880610466,0.0,1,5.595512659987978e-13,9.59230611607964e-12
2190.0,0.01701388880610466,0.0,1,3.847051800384693e-13,6.594946810878355e-12
2220.0,0.01701388880610466,0.0,1,2.644943996894106e-13,4.534188996485611e-12
2250.0,0.01701388880610466,0.0,1,1.818464270223613e-13,3.1173674752693614e-12
2280.0,0.01701388880610466,0.0,1,1.2502383839579218e-13,2.1432653828784565e-12
2310.0,0.01701388880610466,0.0,1,8.59569644737386e-14,1.4735493641254704e-12
2340.0,0.01701388880610466,0.0,1,5.909753616377758e-14,1.0131004108543396e-12
2370.0,0.01701388880610466,0.0,1,4.063103206750768e-14,6.965319705558304e-13
2400.0,0.01701388880610466,0.0,1,2.793485860924476e-14,4.788833175492502e-13
2430.0,0.01701388880610466,0.0,1,1.9205906260982494e-14,3.29244091842526e-13
2460.0,0.01701388880610466,0.0,1,1.3204529598920007e-14,2.2636353783165447e-13
2490.0,0.01701388880610466,0.0,1,9.078447459661809e-15,1.556304862542976e-13
2520.0,0.01701388880610466,0.0,1,6.2416549217265884e-15,1.0699981753490434e-13
2550.0,0.01701388880610466,0.0,1,4.291294221554255e-15,7.356504186199764e-14
2580.0,0.01701388880610466,0.0,1,2.9503709740743124e-15,5.057779417722355e-14
2610.0,0.01701388880610466,0.0,1,2.0284516321950226e-15,3.477344687153813e-14
2640.0,0.01701388880610466,0.0,1,1.3946111602922357e-15,2.3907623520865243e-14
2670.0,0.01701388880610466,0.0,1,9.588292260723696e-16,1.643706228255954e-14
2700.0,0.01701388880610466,0.0,1,6.592188495519466e-16,1.1300893353700589e-14
2730.0,0.01701388880610466,0.0,1,4.532295423838838e-16,7.769649419014143e-15
2760.0,0.01701388880610466,0.0,1,3.116064541661324e-16,5.34182556383698e-15
2790.0,0.01701388880610466,0.0,1,2.142372507872822e-16,3.672638721055133e-15
2820.0,0.01701388880610466,0.0,1,1.4729339146446767e-16,2.5250299914787765e-15
2850.0,0.01701388880610466,0.0,1,1.0126783795471063e-16,1.736019648144343e-15
2880.0,0.01701388880610466,0.0,1,6.962417597039256e-17,1.1935571964704684e-15
2910.0,0.01701388880610466,0.0,1,4.786833986095777e-17,8.206002253440458e-16
2940.0,0.01701388880610466,0.0,1,3.291065121984309e-17,5.641823881447246e-16
2970.0,0.01701388880610466,0.0,1,2.262689369040008e-17,3.8788963259092386e-16
3000.0,0.01701388880610466,0.0,1,1.5556531008656125e-17,2.6668347947334935e-16
3030.0,0.01701388880610466,0.0,1,1.0695506531675977e-17,1.8335151785463423e-16
3060.0,0.01701388880610466,0.0,1,7.35342967762389e-18,1.260587784026148e-16
3090.0,0.01701388880610466,0.0,1,5.055663797426632e-18,8.666851042473352e-17
3120.0,0.01701388880610466,0.0,1,3.475894411238159e-18,5.95867693709801e-17
3150.0,0.01701388880610466,0.0,1,2.3897632535641807e-18,4.0967377151219776e-17
3180.0,0.01701388880610466,0.0,1,1.6430217162812956e-18,2.816607226641448e-17
3210.0,0.01701388880610466,0.0,1,1.1296180070298456e-18,1.9364880475017615e-17
3240.0,0.01701388880610466,0.0,1,7.766405492102854e-19,1.3313836745691116e-17
3270.0,0.01701388880610466,0.0,1,5.339593025697576e-19,9.15358893031793e-18
3300.0,0.01701388880610466,0.0,1,3.6711032972351737e-19,6.293319140478993e-18
3330.0,0.01701388880610466,0.0,1,2.5239707747102835e-19,4.326808903516864e-18
3360.0,0.01701388880610466,0.0,1,1.7352942564488628e-19,2.974789016538994e-18
3390.0,0.01701388880610466,0.0,1,1.1930581071217172e-19,2.0452425284358446e-18
3420.0,0.01701388880610466,0.0,1,8.202569815789881e-20,1.4061541017809437e-18
3450.0,0.01701388880610466,0.0,1,5.639471200907337e-20,9.667665137407385e-19
3480.0,0.01701388880610466,0.0,1,3.877275350727631e-20,6.646757596393686e-19
3510.0,0.01701388880610466,0.0,1,2.6657226483319644e-20,4.569807890910189e-19
3540.0,0.01701388880610466,0.0,1,1.8327499943452183e-20,3.1418571146993784e-19
3570.0,0.01701388880610466,0.0,1,1.2600613523256463e-20,2.1601043630058635e-19
3600.0,0.01701388880610466,0.0,1,8.663229768536217e-21,1.485124983162593e-19
3630.0,0.01701388880610466,0.0,1,5.9561842787284e-21,1.0210603744020348e-19
3650.0,0.01701388880610466,0.0,1,4.640913790393668e-21,7.95585221210343e-20
0.0,0.02222222276031971,0.0,1,0.0,10.0
30.0,0.02222222276031971,0.0,1,0.332474946975708,5.011727809906006
60.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
90.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
120.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
150.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
180.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
210.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
240.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
270.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
300.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
330.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
360.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
390.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
420.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
450.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
480.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
510.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
540.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
570.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
600.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
630.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
660.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
690.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
720.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
750.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
780.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
810.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
840.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
870.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
900.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
930.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
960.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
990.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
1020.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
1050.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
1080.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
1110.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
1140.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
1170.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
1200.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
1230.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
1260.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
1290.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
1320.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
1350.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
1380.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
1410.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
1440.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
1470.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
1500.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
1530.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
1560.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
1590.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
1620.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
1650.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
1680.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
1710.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
1740.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
1770.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
1800.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
1830.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
1860.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
1890.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
1920.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
1950.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
1980.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
2010.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
2040.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
2070.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
2100.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
2130.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
2160.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
2190.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
2220.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
2250.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
2280.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
2310.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
2340.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
2370.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
2400.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
2430.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
2460.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
2490.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
2520.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
2550.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
2580.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
2610.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
2640.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
2670.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
2700.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
2730.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
2760.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
2790.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
2820.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
2850.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
2880.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
2910.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
2940.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
2970.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
3000.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
3030.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
3060.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
3090.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
3120.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
3150.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
3180.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
3210.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
3240.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
3270.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
3300.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
3330.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
3360.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
3390.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
3420.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
3450.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
3480.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
3510.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
3540.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
3570.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
3600.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
3630.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
3650.0,0.02222222276031971,0.0,1,0.333254873752594,4.998811721801758
0.0,0.02812499925494194,0.0,1,0.0,10.0
30.0,0.02812499925494194,0.0,1,0.5448817610740662,7.281946659088135
60.0,0.02812499925494194,0.0,1,0.7935432195663452,10.580469131469727
90.0,0.02812499925494194,0.0,1,1.1540685892105103,15.387300491333008
120.0,0.02812499925494194,0.0,1,1.6780681610107422,22.37364959716797
150.0,0.02812499925494194,0.0,1,2.4398932456970215,32.53065872192383
180.0,0.02812499925494194,0.0,1,3.546569347381592,47.284934997558594
210.0,0.02812499925494194,0.0,1,5.152505874633789,68.69448852539062
240.0,0.02812499925494194,0.0,1,7.479944229125977,99.72078704833984
270.0,0.02812499925494194,0.0,1,10.843902587890625,144.56053161621094
300.0,0.02812499925494194,0.0,1,15.691081047058105,209.1625213623047
330.0,0.02812499925494194,0.0,1,22.653200149536133,301.9345397949219
360.0,0.02812499925494194,0.0,1,32.597747802734375,434.41217041015625
390.0,0.02812499925494194,0.0,1,46.690345764160156,622.0770874023438
420.0,0.02812499925494194,0.0,1,66.43890380859375,884.9171142578125
450.0,0.02812499925494194,0.0,1,93.6836166381836,1247.25146484375
480.0,0.02812499925494194,0.0,1,130.46920776367188,1735.963134765625
510.0,0.02812499925494194,0.0,1,178.71917724609375,2376.0888671875
540.0,0.02812499925494194,0.0,1,239.65847778320312,3183.086669921875
570.0,0.02812499925494194,0.0,1,313.052734375,4152.80322265625
600.0,0.02812499925494194,0.0,1,396.555419921875,5253.0634765625
630.0,0.02812499925494194,0.0,1,485.62127685546875,6423.0224609375
660.0,0.02812499925494194,0.0,1,574.315673828125,7584.24365234375
690.0,0.02812499925494194,0.0,1,656.802490234375,8660.697265625
720.0,0.02812499925494194,0.0,1,728.7777099609375,9597.138671875
750.0,0.02812499925494194,0.0,1,788.16943359375,10367.8212890625
780.0,0.02812499925494194,0.0,1,834.9578857421875,10973.634765625
810.0,0.02812499925494194,0.0,1,870.4902954101562,11432.912109375
840.0,0.02812499925494194,0.0,1,896.7301635742188,11771.630859375
870.0,0.02812499925494194,0.0,1,915.7095947265625,12016.3916015625
900.0,0.02812499925494194,0.0,1,929.2314453125,12190.64453125
930.0,0.02812499925494194,0.0,1,938.7631225585938,12313.404296875
960.0,0.02812499925494194,0.0,1,945.42919921875,12399.2529296875
990.0,0.02812499925494194,0.0,1,950.0648193359375,12458.9140625
1020.0,0.02812499925494194,0.0,1,953.281982421875,12500.29296875
1050.0,0.02812499925494194,0.0,1,955.4951782226562,12528.77734375
1080.0,0.02812499925494194,0.0,1,957.0159912109375,12548.5029296875
1110.0,0.02812499925494194,0.0,1,958.0717163085938,12561.91015625
1140.0,0.02812499925494194,0.0,1,958.7974853515625,12571.3984375
1170.0,0.02812499925494194,0.0,1,959.2811889648438,12577.61328125
1200.0,0.02812499925494194,0.0,1,959.6473999023438,12582.123046875
1230.0,0.02812499925494194,0.0,1,959.8493041992188,12585.0498046875
1260.0,0.02812499925494194,0.0,1,960.0386352539062,12587.427734375
1290.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
1320.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
1350.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
1380.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
1410.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
1440.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
1470.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
1500.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
1530.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
1560.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
1590.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
1620.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
1650.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
1680.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
1710.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
1740.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
1770.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
1800.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
1830.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
1860.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
1890.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
1920.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
1950.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
1980.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
2010.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
2040.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
2070.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
2100.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
2130.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
2160.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
2190.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
2220.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
2250.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
2280.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
2310.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
2340.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
2370.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
2400.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
2430.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
2460.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
2490.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
2520.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
2550.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
2580.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
2610.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
2640.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
2670.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
2700.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
2730.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
2760.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
2790.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
2820.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
2850.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
2880.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
2910.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
2940.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
2970.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
3000.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
3030.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
3060.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
3090.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
3120.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
3150.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
3180.0,0.02812499925494194,0.0,1,960.1802978515625,12589.052734375
