timestamp,value1,value2
0.0,0.0,10.0
1.0,0.4150439246686082,10.942862035539315
2.0,0.45029484333335834,11.19019151314701
3.0,0.4134769441463826,8.16081576321115
4.0,0.8830950891597474,11.793823203190179
5.0,1.7212831494756187,8.686173829494944
6.0,0.866523017640375,13.446688050987934
7.0,1.050806615884643,14.873612415252971
8.0,0.8548160634404469,17.696049240096386
9.0,0.7551819193182681,16.513007371781473
10.0,0.5898207962707263,15.413561317637077
11.0,0.6260548166216595,11.883205704704466
12.0,0.6877301189683582,14.23407710489315
13.0,1.3850187905349785,8.57571315628807
14.0,1.8921885284964282,6.993151548413921
15.0,1.8571351033564165,9.981720131549686
16.0,2.238042478511383,14.548718711323147
17.0,1.2268728751247417,14.477349792147473
18.0,1.7086769471128027,7.730752259809803
19.0,2.784967118438102,10.751198880647328
20.0,3.6550828869025853,11.572156591353115
21.0,3.8075888322055977,17.3769906244179
22.0,4.478142969257584,25.706987815570976
23.0,4.332693626965261,22.445649331374305
24.0,4.773725543195945,35.19154445294082
25.0,2.99450758683403,51.86316353541531
26.0,2.919052714563067,22.29244498585774
27.0,2.4945888798895197,25.276369901979372
28.0,2.0041627556737387,24.888708260154118
29.0,2.1440313394848567,32.925540798239744
30.0,1.9523498954282217,43.918969264812254
31.0,1.6805626067641195,36.88119386246384
32.0,2.7226638966199843,36.06583334959592
33.0,3.0194332608541083,46.311440728494176
34.0,3.5228493390149054,32.21649735423637
35.0,3.55454917158671,19.25307908317386
36.0,3.607293304069936,24.001219926769075
37.0,3.645440618986312,13.96895292904902
38.0,3.3149325282434483,20.17193300496554
39.0,2.3624052628028833,23.555809394440455
40.0,1.5061629272270158,23.845243214478554
41.0,1.152709348118409,26.905477655496647
42.0,1.9021532208751357,37.787082080046815
43.0,2.1395729174610945,27.982403224577528
44.0,0.6476671112848624,32.49489478932829
45.0,1.3653517717004806,28.44732326442635
46.0,0.9474460654495838,29.174992599561143
47.0,1.737748414867775,33.00137508340729
48.0,1.8710027603389623,35.612532403046124
49.0,2.861328502891305,37.46892833824106
50.0,4.255036778967252,34.79414023398589
51.0,3.564383949219516,24.458561684537965
52.0,3.1914812307372853,33.58008254386098
53.0,3.276821325576859,34.828795490354544
54.0,4.146977090656603,48.71711997990332
55.0,3.720694964165733,58.41594749073541
56.0,3.776584439435012,71.02548448282307
57.0,4.432361978087216,80.13917389944086
58.0,4.340033518751271,68.76215028255979
59.0,5.2859474377503135,70.40716679205221
60.0,5.604618047577918,62.48949322292354
61.0,5.739504610569556,55.425140764606425
62.0,7.508547251304725,55.427250021760806
63.0,8.850789852728393,76.59751630125773
64.0,9.454299549497755,96.84286749765148
65.0,9.6407778045914,143.3488497735554
66.0,7.30717490459409,165.3847627128352
67.0,7.3932184461827095,169.00205296660832
68.0,7.667392030878686,146.76615569684463
69.0,7.579291058585067,135.38584531867434
70.0,7.457982247660048,151.4203539703624
71.0,12.480760433122127,162.8413904728812
72.0,10.65111227812216,223.91369640745842
73.0,13.34642158649797,221.79125653731606
74.0,12.902527615744868,153.64976103575992
75.0,16.129757926221664,145.40163142532455
76.0,15.112272455563359,161.35345278757444
77.0,17.985867012836486,183.51572715095034
78.0,17.587143348715124,180.43681869879205
79.0,22.62179167369928,263.77406613798235
80.0,24.020781785567824,300.34056604143126
81.0,29.523954844972128,427.6433603002667
82.0,30.823824794396934,549.1623182799717
83.0,39.69636492732685,642.7109803916408
84.0,43.27811468499593,768.8187196768873
85.0,45.59902453404053,641.8212683417802
86.0,49.41700357115711,561.5144503949218
87.0,50.42623919488569,815.5116711395508
88.0,55.77188032756907,815.2436037609859
89.0,56.50726149562679,567.1982678622901
90.0,61.27560989813924,774.320770117476
91.0,59.41690792908013,649.5266642563882
92.0,63.37764940681639,786.1695428291443
93.0,71.11027846686872,833.614568146464
94.0,66.51958950144912,550.2282281109074
95.0,61.82293797007053,477.27442892753413
96.0,56.57614989094701,388.532809735097
97.0,56.72121476253649,432.1492425810938
98.0,54.66509067083069,445.91339992881217
99.0,54.72806430621595,463.38614318845316
100.0,50.40875882800671,602.1510067631923
101.0,52.67201609570826,699.5810696911088
102.0,52.40839375023328,675.6713932916381
103.0,54.705676585645165,773.5661544896417
104.0,62.746177806456785,1005.5021871388589
105.0,72.22791446842767,1150.563060944707
106.0,69.82259353527995,1158.660004998299
107.0,78.65212032191667,1140.9472272383096
108.0,76.17047455356837,1040.405075515914
109.0,66.92168257960496,724.9387153095685
110.0,74.81567122782543,941.7123394641618
111.0,82.53291641301864,1032.8670633999775
112.0,89.01219188823896,1198.9421061718072
113.0,83.4957432146354,904.0277769230556
114.0,91.59322739737678,1157.7017099157317
115.0,93.85887724234018,875.5923174058867
116.0,92.48236233140325,865.4564976167467
117.0,91.09481588366906,936.4830586904541
