timestamp,value1,value2
0.0,0.0,10.0
1.0,3.483137528726768,9.788482801961411
2.0,5.4321217483554305,9.156285502332764
3.0,7.038506072584601,5.465366986728046
4.0,9.390101608234364,7.604970014787682
5.0,8.308314785805802,6.320082964917608
6.0,8.854062820425131,4.646875133720332
7.0,7.667996851458299,6.398240657167088
8.0,9.307965870750094,11.788794053416405
9.0,13.101304627396892,18.244069421081974
10.0,13.88797850469211,16.634812836690656
11.0,16.635460451817412,21.37687834801934
12.0,16.731852790774344,20.244550248682312
13.0,21.069530141725497,17.14213320397727
14.0,20.407111540946516,19.107313374630195
15.0,21.925279404485963,21.68677413764555
16.0,20.016297463707346,19.781874704253312
17.0,20.463219538487493,33.575419259990994
18.0,23.56844448402045,25.281258805673726
19.0,20.152209568192333,20.908923694357814
20.0,16.652047872207618,10.230875417597819
21.0,17.056745897109728,7.368832276401614
22.0,16.722208829971215,11.766338152772853
23.0,17.950200185901753,31.506476149625207
24.0,22.95011340525002,33.79613790098798
25.0,25.29283444856989,48.40035787037846
26.0,22.132771872084824,26.940431045021796
27.0,22.65697844284072,31.648227046984992
28.0,23.05904335612788,20.15868036956786
29.0,25.254231842363026,24.966073596078694
30.0,31.681726426070888,29.79653186461196
31.0,36.90370773798065,38.49478795256344
32.0,39.14958554408229,42.04291884796915
33.0,42.9872057152419,32.18699242093075
34.0,40.72486559138354,30.563535777469447
35.0,37.29352161618665,20.48443080530528
36.0,35.780568541610876,16.718959656297237
37.0,33.05220889319856,5.927392540549851
38.0,29.125073733831623,16.569613280434954
39.0,29.60878509268706,32.36071696079465
40.0,31.41456311522775,35.09203147386984
41.0,32.77789330743968,38.140980744748184
42.0,36.29062974243868,51.71624627095815
43.0,35.66545140541399,61.814238192701794
44.0,35.2437501846878,38.13936330810316
45.0,37.41592142393263,43.14342205514851
46.0,39.91860011422798,58.89378077870917
47.0,44.366900297214485,51.948794472720074
48.0,53.50807079042278,59.04293879894851
49.0,54.76665005168803,64.80193636161252
50.0,61.39529569607762,45.405796967770016
51.0,62.2807667577498,58.61765086603633
52.0,63.641254072875405,45.38881998279844
53.0,61.78956889209638,37.97057937557017
54.0,67.05829165151914,42.81454719423293
55.0,65.88811400334738,35.86642477138054
56.0,61.43591902864841,28.394903589098334
57.0,59.96384859343702,48.69221859445412
58.0,55.097127349042175,24.57144439114809
59.0,51.83559828775077,13.717489689929469
60.0,44.85154297427297,21.838767228704107
61.0,39.48240083083559,22.41345779267881
62.0,41.165014717088816,22.258622664635364
63.0,43.37625335064314,30.21339820696601
