Thv,sigma,prob_end_mean,prob_end_25,prob_end_75,prob_out10_mean,prob_out10_25,prob_out10_75,prob_out100_mean,prob_out100_25,prob_out100_75,max_cases_all_mean,max_cases_all_25,max_cases_all_75,max_cases_out_mean,max_cases_out_25,max_cases_out_75,num_cases_mean,num_cases_25,num_cases_75,end_time_mean,end_time_25,end_time_75,end_time_out_mean,end_time_out_25,end_time_out_75,time_max_mean,time_max_25,time_max_75
0.034722222222222224,0.0,0.6884199999999999,0.66,0.72,0.6884199999999999,0.66,0.72,0.6884199999999999,0.66,0.72,1386.5742345482186,1328.350573423404,1452.6522101854466,1.4131523084027042,1.2827039988931586,1.530122097170808,1263.7516219839404,1208.0257654247716,1328.117744920252,2529.67336,2425.5025,2646.72,54.169266485026625,47.92661290322581,59.95875,1443.96903,1362.56,1538.4099999999999
0.034722222222222224,0.02,0.6786300000000001,0.64,0.72,0.67873,0.64,0.72,0.6786300000000001,0.64,0.72,1546.7441518661904,1462.776042125029,1630.5583546277664,1.4134976204178034,1.270227102472373,1.5385342220098046,1238.390249123533,1169.2464251464125,1306.352721265433,2493.94806,2358.5025,2638.8175,52.62542793834561,46.33125,58.08357142857143,1402.73064,1322.2725,1495.925
0.034722222222222224,0.04,0.6488999999999997,0.62,0.68,0.6490999999999998,0.62,0.68,0.6488999999999997,0.62,0.68,1732.3524792334292,1650.8607339420678,1816.5998256225776,1.4972022401551486,1.319655262591517,1.6447388440825614,1160.3715668825694,1104.9567066897384,1217.261125458032,2387.80092,2281.4300000000003,2499.4425,55.033431449696785,48.24375,60.92668269230769,1345.77333,1261.62,1419.3575
0.034722222222222224,0.06,0.61321,0.58,0.64,0.61361,0.58,0.64,0.61321,0.58,0.64,1885.1265167169256,1790.2188293039267,1979.5634146855411,1.5809814230685293,1.4255951617185052,1.72318784083795,1054.8497094115323,995.1165900701641,1109.79949806769,2259.3483,2141.89,2359.12,54.70148735363157,49.075549450549445,59.41302841302841,1268.0993299999996,1184.6875,1352.6475
0.034722222222222224,0.08,0.5587,0.52,0.59,0.5611999999999999,0.53,0.6,0.5587,0.52,0.59,1935.8135663196542,1813.6952081081502,2063.684616070852,1.7792041214641272,1.5805584245200421,1.9455261483457607,914.7938795761404,861.3027341336151,973.1661764039513,2064.0283400000003,1927.6525000000001,2182.4300000000003,56.2461285447728,50.236413043478265,61.622252747252745,1157.25203,1078.3300000000002,1245.04
0.034722222222222224,0.1,0.5013299999999999,0.47,0.54,0.50711,0.48,0.54,0.5013299999999999,0.47,0.54,1923.1085486434167,1799.0926101774091,2054.877477109773,1.9627660637307742,1.7474571483396268,2.122846442137102,765.6999775883435,705.9567385083833,826.2087758777428,1857.8686300000002,1743.5525,1993.56,56.13538219528703,49.64663461538461,61.97590738423028,1042.39457,967.6725,1123.8025
0.034722222222222224,0.12,0.42233,0.39,0.46,0.4371300000000001,0.4,0.47,0.4224299999999999,0.39,0.46,1764.1563467156932,1625.6310139425173,1903.7193050433889,3.1521156012656437,2.0186658764280123,2.6200000959743095,583.9386226046289,526.0329251410815,633.5637088442854,1575.5033200000005,1459.2275,1703.3225,58.75170826576333,52.71789906103286,63.429321253954555,879.99015,802.29,958.73
0.034722222222222224,0.14,0.32188000000000005,0.29,0.35,0.3606399999999999,0.33,0.39,0.32642000000000004,0.3,0.36,1440.1851103915596,1307.0823820021578,1561.9724392611206,15.041748378828153,2.7403334813155302,7.012756266778278,381.66847488644765,323.935989273924,433.27913866414144,1222.20748,1115.7,1322.0125,69.7884126840469,58.22692307692308,76.34978864734299,690.1477000000002,613.8025,756.5875
0.034722222222222224,0.16,0.23659000000000002,0.2,0.27,0.30825,0.27,0.34,0.26228,0.23,0.29,1185.1372411183831,1042.6903846776463,1318.8238622529193,100.50549311208337,50.032955245005425,143.6142180254074,229.06301887813655,182.58025215462976,269.26386845689615,954.18577,838.315,1057.6350000000002,118.79331951165864,83.37694256756757,145.13631916029175,528.8318600000001,450.3725,595.6325
0.034722222222222224,0.18,0.10423,0.08,0.13,0.24275,0.21,0.27,0.17762,0.15,0.21,739.7531967478707,612.0444362533271,864.5339592620143,258.7697678251552,179.35435648713758,336.077264205261,81.41058477387016,53.05050751415477,105.6640300767468,563.6455599999999,473.325,653.2075,204.7300113971538,162.18776051534672,247.20777591973246,302.59821999999997,244.39000000000001,359.36749999999995
