R0,sigma,prob_end_mean,prob_end_25,prob_end_75,prob_out10_mean,prob_out10_25,prob_out10_75,prob_out100_mean,prob_out100_25,prob_out100_75,max_cases_all_mean,max_cases_all_25,max_cases_all_75,max_cases_out_mean,max_cases_out_25,max_cases_out_75,num_cases_mean,num_cases_25,num_cases_75,end_time_mean,end_time_25,end_time_75,end_time_out_mean,end_time_out_25,end_time_out_75,time_max_mean,time_max_25,time_max_75
0.5,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9324430826447466,0.7967453700463568,1.1012373775019415,0.9324430826447465,0.7967453700463568,1.1012373775019415,0.0,0.0,0.0,43.61461984572095,39.533956184947655,50.622519381107786,43.61461984572094,39.533956184947655,50.622519381107786,18.153025983233366,15.420708353131737,19.3552806999233
0.5,0.1375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9579064294424235,0.752958969748569,1.1272525012719556,0.9579064294424233,0.752958969748569,1.1272525012719556,0.0,0.0,0.0,49.615194411691974,41.70079462315872,52.66641389839153,49.61519441169198,41.70079462315872,52.66641389839153,20.899176868694987,15.12419377482477,27.81303823261351
0.5,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9544354526588121,0.752541942684888,1.0576361200702826,0.9544354526588121,0.752541942684888,1.0576361200702826,0.0,0.0,0.0,43.78679024391555,37.4615007753267,51.864723317642024,43.78679024391555,37.4615007753267,51.864723317642024,18.937625371277797,16.5902261236565,21.803167083175047
0.5,0.1625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.906881850413833,0.712485848856125,1.0578110392170847,0.906881850413833,0.712485848856125,1.0578110392170847,0.0,0.0,0.0,40.6224431505859,34.44844549317359,48.451093396397454,40.62244315058591,34.44844549317359,48.451093396397454,16.904511250649993,13.342677137694535,17.92087708834753
0.5,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9097816773051347,0.8052486983299199,0.9496954824711943,0.9097816773051349,0.8052486983299199,0.9496954824711943,0.0,0.0,0.0,41.221210831285774,34.73557607521517,48.81211385250464,41.22121083128578,34.73557607521517,48.81211385250464,15.842097326225616,13.304692424951405,17.983756415133257
0.5,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9760840446762595,0.7674622826531323,1.10996953102724,0.9760840446762595,0.7674622826531323,1.10996953102724,0.0,0.0,0.0,45.07661359029018,39.158170091958226,45.08794853798695,45.07661359029018,39.158170091958226,45.08794853798695,19.421043219530176,15.729453735274873,22.05836864243316
0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9442066732940546,0.8366465276289566,1.1795190220168594,0.9442066732940546,0.8366465276289566,1.1795190220168594,0.0,0.0,0.0,38.60900493202756,36.13143020994417,44.25823158396086,38.60900493202756,36.13143020994417,44.25823158396086,15.709222344491575,13.074168631202319,18.216961993165924
0.5,0.2125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8490227872840759,0.7818683216287341,1.0036597681090624,0.8490227872840759,0.7818683216287341,1.0036597681090624,0.0,0.0,0.0,41.27020641450058,38.186389180217375,45.17089567104193,41.27020641450057,38.186389180217375,45.17089567104193,18.774065734800086,15.277253685344414,23.213150863386485
0.5,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8372001946972729,0.6550023689747009,1.0845547965906064,0.8372001946972729,0.6550023689747009,1.0845547965906064,0.0,0.0,0.0,39.38103322290593,31.379399465124298,42.1641957751281,39.38103322290593,31.379399465124298,42.1641957751281,17.626963029547902,15.34252215472167,19.313074442250294
0.5,0.2375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9560686254198035,0.8326049116677255,1.0428207602834696,0.9560686254198038,0.8326049116677255,1.0428207602834696,0.0,0.0,0.0,47.79661793943522,40.94126550043545,54.63183730818204,47.79661793943522,40.94126550043545,54.63183730818204,19.33738504880419,17.596177341424415,21.320995879910367
0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1231776120926857,0.8644721362463645,1.3293590101588122,1.1231776120926855,0.8644721362463645,1.3293590101588122,0.0,0.0,0.0,53.71239270899305,44.71741181333235,59.606091374025176,53.71239270899305,44.71741181333235,59.606091374025176,22.721851158365673,16.46751870943675,29.457037565363123
0.5,0.2625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9550479226285497,0.882005258979116,1.050805766337191,0.9550479226285497,0.882005258979116,1.050805766337191,0.0,0.0,0.0,45.46088620069803,38.43279510482382,49.45620624005987,45.460886200698035,38.43279510482382,49.45620624005987,18.083141557259978,16.485479211566695,19.64423813189827
0.5,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8581388438987938,0.7065421486381542,1.04747802546103,0.858138843898794,0.7065421486381542,1.04747802546103,0.0,0.0,0.0,41.25918343853809,36.68104498262363,46.50749355361093,41.25918343853809,36.68104498262363,46.50749355361093,18.1452213984117,12.593895558074989,24.031535579484057
0.5,0.2875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9402890877285817,0.8110378414009232,1.0103611987661452,0.9402890877285814,0.8110378414009232,1.0103611987661452,0.0,0.0,0.0,39.92283093833138,35.77281438486603,43.37288066553117,39.922830938331366,35.77281438486603,43.37288066553117,16.598552348837835,14.129309784808303,18.27288672570681
0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8173963789886776,0.7183014577580032,0.838778099143774,0.8173963789886776,0.7183014577580032,0.838778099143774,0.0,0.0,0.0,38.640687703700294,29.9822039316014,38.76119197890182,38.64068770370029,29.9822039316014,38.76119197890182,17.280388260808724,12.396478814209619,19.224861509220364
0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.556707916519827,1.2896610216946933,1.8046740759770414,1.5567079165198274,1.2896610216946933,1.8046740759770414,0.0,0.0,0.0,70.96187986913043,59.34956316448491,71.97085156923234,70.96187986913043,59.34956316448491,71.97085156923234,34.61759969339631,26.86775793579942,32.359591194903786
0.75,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5898375333610855,1.4344672401409033,1.7409593047598069,1.5898375333610855,1.4344672401409033,1.7409593047598069,0.0,0.0,0.0,68.15487982967791,56.67646891011308,76.12156440498558,68.15487982967791,56.67646891011308,76.12156440498558,26.061730253972065,21.260465803932057,27.882416086973027
0.75,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6325989680209338,1.4278304105493032,1.725900916043963,1.6325989680209338,1.4278304105493032,1.725900916043963,0.0,0.0,0.0,77.7356385494085,63.95517434352757,88.923125902783,77.7356385494085,63.95517434352757,88.923125902783,36.07532880034292,27.006801372738607,37.73300312584163
0.75,0.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5819653758123995,1.3892544484894696,1.649816692796335,1.5819653758123997,1.3892544484894696,1.649816692796335,0.0,0.0,0.0,68.54717654543681,57.80212604850681,88.25467884715819,68.54717654543681,57.80212604850681,88.25467884715819,30.88320793631136,25.237726751379597,37.54739709271962
0.75,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7571792243780249,1.4270311469403738,1.9147297967662114,1.757179224378025,1.4270311469403738,1.9147297967662114,0.0,0.0,0.0,87.28608359075925,71.62263140316199,105.73042639394264,87.28608359075926,71.62263140316199,105.73042639394264,39.58334627030176,27.764603817400584,42.42040191446404
0.75,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7789267150674655,1.4346238209676354,2.004033141767191,1.7789267150674655,1.4346238209676354,2.004033141767191,0.0,0.0,0.0,80.91639663793495,62.07978837599587,90.15904364482289,80.91639663793497,62.07978837599587,90.15904364482289,36.70915358165881,28.127768762463564,46.164820457149624
0.75,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6124888657820056,1.4400391915393032,1.8504281975402663,1.6124888657820056,1.4400391915393032,1.8504281975402663,0.0,0.0,0.0,70.53534390352935,51.15405218825033,84.40482888285955,70.53534390352937,51.15405218825033,84.40482888285955,27.6582413274265,19.13593416779073,31.783798640583456
0.75,0.0875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.501351383174515,1.2094115425596264,1.7306710677844277,1.501351383174515,1.2094115425596264,1.7306710677844277,0.0,0.0,0.0,70.20528281983259,57.3365901895382,82.81884059925274,70.20528281983259,57.3365901895382,82.81884059925274,30.90774870010237,21.440029481230848,40.492795782723036
0.75,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6574778380490038,1.4134733255268812,1.9383949478217466,1.657477838049004,1.4134733255268812,1.9383949478217466,0.0,0.0,0.0,76.09682976955358,72.62239478131427,84.55978525151991,76.09682976955358,72.62239478131427,84.55978525151991,31.758077723742122,21.761070820966058,38.970065063343675
0.75,0.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7856865843307534,1.6191486286919379,1.935133567435532,1.7856865843307534,1.6191486286919379,1.935133567435532,0.0,0.0,0.0,81.17834339578056,65.23784196564844,90.54062460577588,81.17834339578057,65.23784196564844,90.54062460577588,34.64371926112351,28.076811126500218,42.077856179298024
0.75,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8440125017455127,1.45829972570814,2.1979438738886925,1.8440125017455127,1.45829972570814,2.1979438738886925,0.0,0.0,0.0,81.29865330396731,66.28350028309542,91.72402597717246,81.2986533039673,66.28350028309542,91.72402597717246,31.244457603950572,25.518199784926992,37.72401342996704
0.75,0.1375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5901579606968952,1.2982114820972865,1.7394819904517371,1.5901579606968954,1.2982114820972865,1.7394819904517371,0.0,0.0,0.0,74.50226114660003,65.35154816743079,79.25040856368489,74.50226114660003,65.35154816743079,79.25040856368489,31.422678160737167,23.177807102136995,34.15150990634728
0.75,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.488520209387136,1.3976171423845865,1.5874527618852177,1.488520209387136,1.3976171423845865,1.5874527618852177,0.0,0.0,0.0,68.54021526822527,55.00752979083975,76.98112361696772,68.54021526822525,55.00752979083975,76.98112361696772,23.954130156110278,17.228656709491247,30.976421172900412
0.75,0.1625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.711925133087122,1.1868213827943617,2.1011479106574944,1.711925133087122,1.1868213827943617,2.1011479106574944,0.0,0.0,0.0,75.56226052004605,48.12544575292087,106.51932180602606,75.56226052004607,48.12544575292087,106.51932180602606,29.68346740750683,20.29393599075094,38.94026233582305
0.75,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6960829753998279,1.4384984060073815,1.9179492154014723,1.6960829753998283,1.4384984060073815,1.9179492154014723,0.0,0.0,0.0,75.3176711882439,56.227117709387265,86.16655858512331,75.31767118824392,56.227117709387265,86.16655858512331,32.948684592794535,25.137638379918606,38.423645511556195
0.75,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.456480603165393,1.2884054164464964,1.6205494571429868,1.4564806031653932,1.2884054164464964,1.6205494571429868,0.0,0.0,0.0,61.7214725604857,49.56070598587181,72.80109103799248,61.7214725604857,49.56070598587181,72.80109103799248,25.872365029726232,19.14446008232708,33.27539264002341
0.75,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5596544066775417,1.0859399027450083,2.002152736821663,1.559654406677542,1.0859399027450083,2.002152736821663,0.0,0.0,0.0,77.47876734444456,55.73741746920411,94.95930481558044,77.47876734444455,55.73741746920411,94.95930481558044,36.02232461032359,22.850101327473087,49.662027213066196
0.75,0.2125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5549067689583607,1.2133379427665845,1.767732917500386,1.554906768958361,1.2133379427665845,1.767732917500386,0.0,0.0,0.0,65.50320886311243,53.26075332743148,82.9666455414698,65.50320886311243,53.26075332743148,82.9666455414698,28.134040719232377,18.589216344528253,36.30409332034506
0.75,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6273748660130742,1.422677887131658,1.8541163678530173,1.6273748660130742,1.422677887131658,1.8541163678530173,0.0,0.0,0.0,77.11807331274495,61.196273585615586,101.32939445393458,77.11807331274497,61.196273585615586,101.32939445393458,33.363678053683856,24.96822292505671,39.078474152330934
0.75,0.2375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6150501450198225,1.2781942692343735,1.9006930561163784,1.6150501450198225,1.2781942692343735,1.9006930561163784,0.0,0.0,0.0,66.80946560969448,47.72306022168401,72.11899704404851,66.80946560969447,47.72306022168401,72.11899704404851,27.643892410268442,20.580953001978077,33.412801146397015
0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5769468095316321,1.3219387550317134,1.8006780407425613,1.5769468095316321,1.3219387550317134,1.8006780407425613,0.0,0.0,0.0,68.16332699829829,55.27431044680084,78.686526914485,68.16332699829827,55.27431044680084,78.686526914485,30.774906016305106,25.073396125087505,31.54978632591818
0.75,0.2625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4851270727075172,1.2218756547590184,1.7365647802201678,1.4851270727075168,1.2218756547590184,1.7365647802201678,0.0,0.0,0.0,59.162140817240264,51.736415357023816,68.13070166636192,59.162140817240264,51.736415357023816,68.13070166636192,25.17204300650139,21.341308086111916,30.041778093705044
0.75,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6457537223033214,1.1519708094093897,1.9816679783898223,1.6457537223033214,1.1519708094093897,1.9816679783898223,0.0,0.0,0.0,70.41013586778574,50.09606084451518,86.81222261922895,70.41013586778575,50.09606084451518,86.81222261922895,34.40427119933237,22.814790753280914,47.861737491429714
0.75,0.2875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5058199637311145,1.2645736007557784,1.7435442466530482,1.5058199637311147,1.2645736007557784,1.7435442466530482,0.0,0.0,0.0,60.0063655370736,42.69943026670593,74.61680481105022,60.0063655370736,42.69943026670593,74.61680481105022,24.00396937271451,14.753702961873191,33.71137161950322
0.75,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.655703017234405,1.2357348371442325,1.929225023835196,1.655703017234405,1.2357348371442325,1.929225023835196,0.0,0.0,0.0,69.07391363246828,57.212930369581684,78.30725654200015,69.07391363246828,57.212930369581684,78.30725654200015,29.102409832201868,24.46073895494131,30.658053637565782
0.95,0.0,0.0,0.0,0.0,0.09,0.0,0.17500000000000002,0.0,0.0,0.0,4.0858590061552045,3.637562067408063,5.008946722421755,4.0858590061552045,3.637562067408063,5.008946722421755,0.0,0.0,0.0,195.98383238247672,160.6777883915963,242.09269091739915,195.98383238247672,160.6777883915963,242.09269091739915,96.60968553141882,76.42965837220868,124.34492909877314
0.95,0.0125,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.0,3.549843034578027,2.9690259296397414,4.434392667610304,3.5498430345780263,2.9690259296397414,4.434392667610304,0.0,0.0,0.0,188.48020417230367,150.11672030034165,234.12883177839313,188.48020417230367,150.11672030034165,234.12883177839313,83.28075899432761,65.59714436827011,97.4415758038927
0.95,0.025,0.0,0.0,0.0,0.09,0.0,0.1,0.0,0.0,0.0,4.099776168707622,3.014512356285654,4.428407621924407,4.099776168707622,3.014512356285654,4.428407621924407,0.0,0.0,0.0,187.41436687271772,138.76397094335982,231.81919485607938,187.41436687271772,138.76397094335982,231.81919485607938,80.70828642751682,56.38097264217141,85.3128307551778
0.95,0.0375,0.0,0.0,0.0,0.06000000000000001,0.0,0.1,0.0,0.0,0.0,4.278999655218484,3.251254907775169,5.74478682641892,4.278999655218485,3.251254907775169,5.74478682641892,0.0,0.0,0.0,222.29967543214366,148.25384210894367,272.0372232542866,222.29967543214366,148.25384210894367,272.0372232542866,85.73715592016069,66.44687482929896,99.49280248802842
0.95,0.05,0.0,0.0,0.0,0.06999999999999999,0.0,0.1,0.0,0.0,0.0,4.084886464746697,3.044538703048387,5.187068473836064,4.084886464746697,3.044538703048387,5.187068473836064,0.0,0.0,0.0,193.4408589399191,123.66852251567335,256.1916183067607,193.4408589399191,123.66852251567335,256.1916183067607,94.14813232871388,55.24242184061322,130.99282577295358
0.95,0.0625,0.0,0.0,0.0,0.06999999999999999,0.0,0.1,0.0,0.0,0.0,3.790458608193405,2.4080728306359083,4.601568323891429,3.7904586081934055,2.4080728306359083,4.601568323891429,0.0,0.0,0.0,174.87048673010415,133.74807791051416,203.51232742691332,174.87048673010415,133.74807791051416,203.51232742691332,72.29903767588027,47.48134179201307,86.3898158441356
0.95,0.075,0.0,0.0,0.0,0.04,0.0,0.07500000000000001,0.0,0.0,0.0,3.3939733360065483,2.6945659994686113,3.870272805587177,3.3939733360065474,2.6945659994686113,3.870272805587177,0.0,0.0,0.0,175.73408381771335,139.7400736670999,203.3552779873534,175.73408381771333,139.7400736670999,203.3552779873534,77.61843109453078,53.66684373334594,97.88645840960685
0.95,0.0875,0.0,0.0,0.0,0.06,0.0,0.1,0.0,0.0,0.0,3.8250217466685044,3.1200350382785373,4.331529800960365,3.8250217466685044,3.1200350382785373,4.331529800960365,0.0,0.0,0.0,195.31635956029305,130.8615231386047,205.56581305736646,195.31635956029305,130.8615231386047,205.56581305736646,95.03454813564873,64.07664486598748,98.95972321654585
0.95,0.1,0.0,0.0,0.0,0.06999999999999999,0.0,0.1,0.0,0.0,0.0,3.8387853286656415,2.8351031959116892,4.502263803121226,3.8387853286656424,2.8351031959116892,4.502263803121226,0.0,0.0,0.0,188.45264102959047,114.46806489947039,235.6546522264075,188.4526410295905,114.46806489947039,235.6546522264075,88.65972739287159,46.911569663467915,138.84022377924654
0.95,0.1125,0.0,0.0,0.0,0.07,0.0,0.1,0.0,0.0,0.0,3.7193256245927957,2.6794729693952273,4.504613600871325,3.7193256245927957,2.6794729693952273,4.504613600871325,0.0,0.0,0.0,185.44261210549985,102.04789003782588,286.3437301255574,185.44261210549982,102.04789003782588,286.3437301255574,78.43322788544371,39.32360231645117,107.78028929475342
0.95,0.125,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.0,4.072058239071165,3.2705714372216104,4.12835042685797,4.072058239071166,3.2705714372216104,4.12835042685797,0.0,0.0,0.0,187.86106712210048,145.71553349480348,217.8259754120777,187.86106712210048,145.71553349480348,217.8259754120777,79.31699204159469,58.72708596422777,99.56132799949081
0.95,0.1375,0.0,0.0,0.0,0.05,0.0,0.07500000000000001,0.0,0.0,0.0,3.789886708237107,2.9465694415766155,4.185602814880832,3.789886708237107,2.9465694415766155,4.185602814880832,0.0,0.0,0.0,163.03003186782436,122.20887622322701,205.70353363185137,163.03003186782433,122.20887622322701,205.70353363185137,74.73549098930826,51.886351724767096,89.41851525940106
0.95,0.15,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.0,3.4799664438397335,2.3059861464618705,4.007071741014852,3.479966443839733,2.3059861464618705,4.007071741014852,0.0,0.0,0.0,165.6399617906239,94.82493130288321,210.72023236218,165.63996179062386,94.82493130288321,210.72023236218,69.1593846333163,42.70056832076231,98.17214209410572
0.95,0.1625,0.0,0.0,0.0,0.06,0.0,0.1,0.0,0.0,0.0,3.562702105760141,2.875232523259072,3.6728706530368243,3.562702105760141,2.875232523259072,3.6728706530368243,0.0,0.0,0.0,145.508621783347,123.4886183387337,149.41661318005475,145.508621783347,123.4886183387337,149.41661318005475,73.19603865853298,53.62037617493292,84.4495974609323
0.95,0.175,0.0,0.0,0.0,0.030000000000000006,0.0,0.07500000000000001,0.0,0.0,0.0,3.309055120080096,2.9512938478492927,3.7644170213384562,3.309055120080097,2.9512938478492927,3.7644170213384562,0.0,0.0,0.0,151.7004947676896,119.7418998029422,181.11576402358403,151.7004947676896,119.7418998029422,181.11576402358403,59.86457680323964,49.09392380284986,65.04783306185524
0.95,0.1875,0.0,0.0,0.0,0.06,0.0,0.1,0.0,0.0,0.0,3.5106076070809733,2.91074329251409,4.132927071952272,3.510607607080974,2.91074329251409,4.132927071952272,0.0,0.0,0.0,145.04197748887285,116.73745388085254,154.12298391590477,145.04197748887282,116.73745388085254,154.12298391590477,65.28699528398688,51.31440437979498,74.38241099369654
0.95,0.2,0.0,0.0,0.0,0.06999999999999999,0.0,0.1,0.0,0.0,0.0,3.9339370935186517,3.7260263313967013,4.419699835028084,3.933937093518651,3.7260263313967013,4.419699835028084,0.0,0.0,0.0,186.64919695974953,127.45776451143968,237.08870800672585,186.64919695974953,127.45776451143968,237.08870800672585,98.98660879253995,57.5622961609854,128.6411583813536
0.95,0.2125,0.0,0.0,0.0,0.06000000000000001,0.0,0.1,0.0,0.0,0.0,4.19517673113201,3.165217967908401,4.703049138225007,4.19517673113201,3.165217967908401,4.703049138225007,0.0,0.0,0.0,182.8758410900171,135.4187043686582,222.11989341482308,182.8758410900171,135.4187043686582,222.11989341482308,86.37727835423108,52.498783247541276,121.53251823569275
0.95,0.225,0.0,0.0,0.0,0.06,0.0,0.1,0.0,0.0,0.0,4.146838193150053,3.4069749102770097,4.807363394787362,4.146838193150053,3.4069749102770097,4.807363394787362,0.0,0.0,0.0,195.76460577487887,151.73599599390644,214.10143450733227,195.76460577487887,151.73599599390644,214.10143450733227,96.51416573331491,63.120361488737224,125.88359300483476
0.95,0.2375,0.0,0.0,0.0,0.09999999999999999,0.1,0.1,0.0,0.0,0.0,4.519925200944754,3.1206876944530233,4.902137229393431,4.519925200944755,3.1206876944530233,4.902137229393431,0.0,0.0,0.0,176.82504071940718,121.17323738791761,203.3078351740654,176.8250407194072,121.17323738791761,203.3078351740654,78.24553135903916,50.21041987970375,87.84113881176663
0.95,0.25,0.0,0.0,0.0,0.04,0.0,0.1,0.0,0.0,0.0,3.4356568110230667,2.433663134974249,4.126093339265102,3.4356568110230663,2.433663134974249,4.126093339265102,0.0,0.0,0.0,147.02534887419225,98.3784412551618,208.9489596133605,147.02534887419225,98.3784412551618,208.9489596133605,66.60790485242349,40.48314135989607,87.32900762925256
0.95,0.2625,0.0,0.0,0.0,0.06999999999999999,0.0,0.17500000000000002,0.0,0.0,0.0,4.3340990839991065,2.9314614195915745,4.609602389044419,4.3340990839991065,2.9314614195915745,4.609602389044419,0.0,0.0,0.0,201.94057468194936,131.77150593983822,230.9012102495229,201.94057468194933,131.77150593983822,230.9012102495229,98.81836982814454,61.472043018635965,130.73088384038684
0.95,0.275,0.0,0.0,0.0,0.07999999999999999,0.025,0.1,0.0,0.0,0.0,3.601329889647668,2.9705826234308654,4.151618329251853,3.601329889647669,2.9705826234308654,4.151618329251853,0.0,0.0,0.0,153.37310769145034,113.93229487269024,187.30224515597794,153.37310769145034,113.93229487269024,187.30224515597794,65.6644369940906,44.17595375313868,72.54095255162625
0.95,0.2875,0.0,0.0,0.0,0.030000000000000006,0.0,0.07500000000000001,0.0,0.0,0.0,3.794973799569747,2.8677509962609196,3.5200197394211856,3.794973799569747,2.8677509962609196,3.5200197394211856,0.0,0.0,0.0,166.28096508947942,109.10520436039435,171.89405123551316,166.2809650894794,109.10520436039435,171.89405123551316,68.36636747698773,54.241460204295954,82.97275955339148
