Thv,sigma,prob_end_mean,prob_end_25,prob_end_75,prob_out10_mean,prob_out10_25,prob_out10_75,prob_out100_mean,prob_out100_25,prob_out100_75,max_cases_all_mean,max_cases_all_25,max_cases_all_75,max_cases_out_mean,max_cases_out_25,max_cases_out_75,num_cases_mean,num_cases_25,num_cases_75,end_time_mean,end_time_25,end_time_75,end_time_out_mean,end_time_out_25,end_time_out_75,time_max_mean,time_max_25,time_max_75
0.0125,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,1.343442144424899,1.26984030788449,1.4124170222557326,1.3434421444248992,1.26984030788449,1.4124170222557326,0.0,0.0,0.0,68.82608000000002,64.83,72.5325,68.82608,64.83,72.5325,29.07639,26.7925,31.2
0.0125,0.02,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,1.3115821012203464,1.2334433226503019,1.384952696845028,1.3115821012203464,1.2334433226503019,1.384952696845028,0.0,0.0,0.0,66.74195999999999,62.26,70.925,66.74195999999999,62.26,70.925,28.330350000000003,25.97,30.64
0.0125,0.04,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,1.3246076538592055,1.2429443219600809,1.4008641315448336,1.3246076538592055,1.2429443219600809,1.4008641315448336,0.0,0.0,0.0,66.08761,62.04,69.80250000000001,66.08760999999998,62.04,69.80250000000001,28.117559999999997,25.87,30.22
0.0125,0.06,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,1.3153083936408843,1.238738056329223,1.377756082715033,1.3153083936408845,1.238738056329223,1.377756082715033,0.0,0.0,0.0,63.454589999999996,59.3675,67.15,63.45459,59.36750000000001,67.15,27.281969999999994,25.0075,29.322499999999998
0.0125,0.08,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,1.260283944635208,1.1840169240622838,1.3290285252195102,1.260283944635208,1.1840169240622835,1.3290285252195102,0.0,0.0,0.0,58.01651999999999,54.5175,61.575,58.01652,54.5175,61.575,25.243449999999996,23.04,27.0
0.0125,0.1,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,1.258660632925073,1.1746936113075939,1.3277019530218643,1.2586606329250734,1.1746936113075939,1.3277019530218643,0.0,0.0,0.0,54.86741000000001,50.917500000000004,58.14,54.86741000000001,50.9175,58.14,24.246590000000005,22.29,25.93
0.0125,0.12,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,1.237588338586317,1.1445030227614805,1.3299895097095153,1.237588338586317,1.1445030227614805,1.3299895097095153,0.0,0.0,0.0,50.52376,46.79,53.9875,50.52376,46.79,53.9875,22.846749999999997,20.9775,24.6025
0.0125,0.14,0.0,0.0,0.0,0.0006000000000000001,0.0,0.0,0.0,0.0,0.0,1.1858161254743536,1.1003148156578837,1.265193677203622,1.1858161254743536,1.1003148156578837,1.265193677203622,0.0,0.0,0.0,44.32781000000001,41.2175,47.045,44.32781000000001,41.2175,47.045,20.57369,18.74,22.1525
0.0125,0.16,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,1.1690881392262116,1.0824605499985964,1.2483463484328894,1.1690881392262118,1.0824605499985964,1.2483463484328896,0.0,0.0,0.0,40.261870000000016,37.45,42.96,40.261869999999995,37.45,42.96,19.041240000000002,17.51,20.4025
0.0125,0.18,0.0,0.0,0.0,0.0016999999999999997,0.0,0.0,0.0,0.0,0.0,1.1324948415290212,1.0394372407527575,1.209438148042787,1.1324948415290215,1.0394372407527572,1.209438148042787,0.0,0.0,0.0,36.20983,33.555,38.5325,36.209830000000004,33.555,38.5325,17.54995,15.93,19.0025
