Thv,sigma,max_cases_all_mean,max_cases_all_25,max_cases_all_75,max_cases_end_mean,max_cases_out_mean,end_time_mean,end_time_25,end_time_75,end_time_out_mean
0.034722222222222224,0.12,1989.3954386050684,1989.3954386050684,1989.3954386050684,4142.358444369927,2.0449717451994633,1778.19,1778.19,1778.19,50.36538461538461
0.08888888888888889,0.12,7002.900823788344,7002.900823788344,7002.900823788344,7868.299732346105,1.0369272755428618,3250.77,3250.77,3250.77,20.636363636363637
0.35555555555555557,0.12,9930.20644130891,9930.20644130891,9930.20644130891,9930.20644130891,NaN,3650.0,3650.0,3650.0,NaN
0.9388888888888889,0.12,9900.048460562106,9900.048460562106,9900.048460562106,10000.0,4.846056210611317,3613.54,3613.54,3613.54,4.0
0.0125,0.14,1.040569587148923,1.040569587148923,1.040569587148923,NaN,1.040569587148923,39.01,39.01,39.01,39.01
0.020055555555555556,0.14,2.7018356455104406,2.7018356455104406,2.7018356455104406,NaN,2.7018356455104406,76.83,76.83,76.83,76.83
0.0245,0.14,9.694377994549896,9.694377994549896,9.694377994549896,NaN,9.694377994549896,118.32,118.32,118.32,118.32
0.034722222222222224,0.14,1244.7000255412056,1244.7000255412056,1244.7000255412056,4602.1534323220585,2.9021901565073227,1028.6,1028.6,1028.6,59.04109589041096
0.08888888888888889,0.14,6469.571981149804,6469.571981149804,6469.571981149804,8086.664107112612,1.2034772985757982,2922.97,2922.97,2922.97,14.85
0.35555555555555557,0.14,9696.088413180227,9696.088413180227,9696.088413180227,9995.93247021453,1.1305690710951346,3540.75,3540.75,3540.75,8.333333333333334
0.9388888888888889,0.14,9800.098611084739,9800.098611084739,9800.098611084739,10000.0,4.930554236904021,3577.06,3577.06,3577.06,3.0
0.0125,0.16,1.0242394175138765,1.0242394175138765,1.0242394175138765,NaN,1.0242394175138765,33.14,33.14,33.14,33.14
0.020055555555555556,0.16,3.648563766864462,3.648563766864462,3.648563766864462,NaN,3.648563766864462,57.29,57.29,57.29,57.29
0.0245,0.16,9.120529691603307,9.120529691603307,9.120529691603307,NaN,9.120529691603307,123.1,123.1,123.1,123.1
0.034722222222222224,0.16,1178.9114911812285,1178.9114911812285,1178.9114911812285,4749.627356157864,171.78650362371602,926.97,926.97,926.97,158.93589743589743
0.08888888888888889,0.16,6476.18598356073,6476.18598356073,6476.18598356073,8302.426941213715,1.3316791546908422,2850.63,2850.63,2850.63,16.5
0.35555555555555557,0.16,9500.109074616139,9500.109074616139,9500.109074616139,10000.0,2.181492322770244,3467.97,3467.97,3467.97,9.4
0.9388888888888889,0.16,9700.131762340236,9700.131762340236,9700.131762340236,10000.0,4.392078007898322,3540.63,3540.63,3540.63,4.333333333333333
0.0125,0.18,1.4670140203087216,1.4670140203087216,1.4670140203087216,NaN,1.4670140203087216,41.41,41.41,41.41,41.41
0.020055555555555556,0.18,2.0266381788197596,2.0266381788197596,2.0266381788197596,NaN,2.0266381788197596,52.01,52.01,52.01,52.01
0.0245,0.18,21.17901662703871,21.17901662703871,21.17901662703871,NaN,21.17901662703871,69.41,69.41,69.41,69.41
0.034722222222222224,0.18,1017.7553015013349,1017.7553015013349,1017.7553015013349,4793.771034607717,502.84406516864635,712.14,712.14,712.14,311.52272727272725
0.08888888888888889,0.18,6253.655418242701,6253.655418242701,6253.655418242701,8450.073341461222,2.3120983130607016,2706.64,2706.64,2706.64,21.692307692307693
0.35555555555555557,0.18,9300.126316025593,9300.126316025593,9300.126316025593,10000.0,1.8045146513221355,3395.03,3395.03,3395.03,7.571428571428571
0.9388888888888889,0.18,9600.153982649776,9600.153982649776,9600.153982649776,10000.0,3.849566244378158,3504.23,3504.23,3504.23,5.75
0.0125,0.2,1.0892779439961604,1.0892779439961604,1.0892779439961604,NaN,1.0892779439961604,31.44,31.44,31.44,31.44
0.020055555555555556,0.2,1.6916718148079815,1.6916718148079815,1.6916718148079815,NaN,1.6916718148079815,41.86,41.86,41.86,41.86
0.0245,0.2,3.0612503872705195,3.0612503872705195,3.0612503872705195,NaN,3.0612503872705195,43.4,43.4,43.4,43.4
0.034722222222222224,0.2,431.48160660529646,431.48160660529646,431.48160660529646,5101.134139716114,336.1825753173206,308.13,308.13,308.13,239.92857142857142
0.08888888888888889,0.2,5118.889817182365,5118.889817182365,5118.889817182365,8530.575179704007,1.3617733999022965,2196.29,2196.29,2196.29,15.725
0.35555555555555557,0.2,8300.502251569633,8300.502251569633,8300.502251569633,10000.0,2.954420997840569,3030.7,3030.7,3030.7,7.0588235294117645
0.9388888888888889,0.2,9401.78973699413,9401.78973699413,9401.78973699413,10000.0,29.828949902165196,3431.6,3431.6,3431.6,10.0
0.0125,0.22,1.0084249320828265,1.0084249320828265,1.0084249320828265,NaN,1.0084249320828265,25.87,25.87,25.87,25.87
0.020055555555555556,0.22,1.4454679029411113,1.4454679029411113,1.4454679029411113,NaN,1.4454679029411113,34.9,34.9,34.9,34.9
0.0245,0.22,2.5579956610106778,2.5579956610106778,2.5579956610106778,NaN,2.5579956610106778,40.64,40.64,40.64,40.64
0.034722222222222224,0.22,263.4082019100442,263.4082019100442,263.4082019100442,3701.2568867547607,228.68245761868346,171.59,171.59,171.59,136.45454545454547
0.08888888888888889,0.22,4845.764808692429,4845.764808692429,4845.764808692429,8651.33795555822,2.3080763177834567,2052.97,2052.97,2052.97,20.386363636363637
0.35555555555555557,0.22,8900.22197185343,8900.22197185343,8900.22197185343,10000.0,2.017925940288794,3249.26,3249.26,3249.26,6.909090909090909
0.9388888888888889,0.22,8620.023602403944,8620.023602403944,8620.023602403944,10000.0,800.1573493596346,3119.37,3119.37,3119.37,112.46666666666667
0.0125,0.24,0.8849956336021162,0.8849956336021162,0.8849956336021162,NaN,0.8849956336021162,24.5,24.5,24.5,24.5
0.020055555555555556,0.24,2.0629511924164974,2.0629511924164974,2.0629511924164974,NaN,2.0629511924164974,31.23,31.23,31.23,31.23
0.0245,0.24,2.543216845238706,2.543216845238706,2.543216845238706,NaN,2.543216845238706,32.23,32.23,32.23,32.23
0.034722222222222224,0.24,170.0554258183294,170.0554258183294,170.0554258183294,NaN,170.0554258183294,110.65,110.65,110.65,110.65
0.08888888888888889,0.24,4743.185341671968,4743.185341671968,4743.185341671968,8781.063829710567,3.067116583175967,1979.77,1979.77,1979.77,19.065217391304348
0.35555555555555557,0.24,8800.476035773008,8800.476035773008,8800.476035773008,10000.0,3.9669647750758528,3213.01,3213.01,3213.01,8.416666666666666
0.9388888888888889,0.24,8013.42787398274,8013.42787398274,8013.42787398274,10000.0,2905.0995499383544,2732.48,2732.48,2732.48,373.14285714285717
0.0125,0.26,0.980056575794172,0.980056575794172,0.980056575794172,NaN,0.980056575794172,25.71,25.71,25.71,25.71
0.020055555555555556,0.26,2.5315617033970685,2.5315617033970685,2.5315617033970685,NaN,2.5315617033970685,33.59,33.59,33.59,33.59
0.0245,0.26,3.4963337944313,3.4963337944313,3.4963337944313,NaN,3.4963337944313,34.56,34.56,34.56,34.56
0.034722222222222224,0.26,123.19250147324516,123.19250147324516,123.19250147324516,NaN,123.19250147324516,82.74,82.74,82.74,82.74
0.08888888888888889,0.26,3676.211114746676,3676.211114746676,3676.211114746676,8909.271129208815,39.67788435773087,1510.15,1510.15,1510.15,23.135593220338983
0.35555555555555557,0.26,7601.215262304645,7601.215262304645,7601.215262304645,10000.0,404.86104921858134,2752.71,2752.71,2752.71,60.84
0.9388888888888889,0.26,8333.983426113082,8333.983426113082,8333.983426113082,10000.0,6033.293871697814,2549.44,2549.44,2549.44,1029.6190476190477
0.0125,0.28,1.0596387261581912,1.0596387261581912,1.0596387261581912,NaN,1.0596387261581912,23.51,23.51,23.51,23.51
0.020055555555555556,0.28,5.422563404756591,5.422563404756591,5.422563404756591,NaN,5.422563404756591,34.64,34.64,34.64,34.64
0.0245,0.28,3.5765129097648845,3.5765129097648845,3.5765129097648845,NaN,3.5765129097648845,32.58,32.58,32.58,32.58
0.034722222222222224,0.28,37.977432217487525,37.977432217487525,37.977432217487525,NaN,37.977432217487525,54.95,54.95,54.95,54.95
0.08888888888888889,0.28,4477.706652031467,4477.706652031467,4477.706652031467,9133.647581702891,4.351641170686171,1800.92,1800.92,1800.92,24.352941176470587
0.35555555555555557,0.28,6736.954328926582,6736.954328926582,6736.954328926582,10000.0,402.8068497840615,2422.45,2422.45,2422.45,39.55882352941177
0.9388888888888889,0.28,6831.8040459947415,6831.8040459947415,6831.8040459947415,10000.0,4537.593182749555,1964.34,1964.34,1964.34,743.6896551724138
0.0125,0.3,1.2247170089027168,1.2247170089027168,1.2247170089027168,NaN,1.2247170089027168,20.36,20.36,20.36,20.36
0.020055555555555556,0.3,3.080739756898335,3.080739756898335,3.080739756898335,NaN,3.080739756898335,24.16,24.16,24.16,24.16
0.0245,0.3,2.2157722407145517,2.2157722407145517,2.2157722407145517,NaN,2.2157722407145517,22.8,22.8,22.8,22.8
0.034722222222222224,0.3,51.887872430427954,51.887872430427954,51.887872430427954,NaN,51.887872430427954,54.32,54.32,54.32,54.32
0.08888888888888889,0.3,3314.319818370453,3314.319818370453,3314.319818370453,9141.98237571617,443.97855878226346,1286.0,1286.0,1286.0,121.64179104477611
0.35555555555555557,0.3,6605.756952814595,6605.756952814595,6605.756952814595,10000.0,1721.3584214990096,2308.04,2308.04,2308.04,376.9268292682927
0.9388888888888889,0.3,5891.369515800589,5891.369515800589,5891.369515800589,10000.0,5534.097299783249,1047.96,1047.96,1047.96,821.695652173913
0.0125,0.32,0.8865243140913137,0.8865243140913137,0.8865243140913137,NaN,0.8865243140913137,17.9,17.9,17.9,17.9
0.020055555555555556,0.32,2.431066132654063,2.431066132654063,2.431066132654063,NaN,2.431066132654063,25.55,25.55,25.55,25.55
0.0245,0.32,3.2827827494056727,3.2827827494056727,3.2827827494056727,NaN,3.2827827494056727,22.73,22.73,22.73,22.73
0.034722222222222224,0.32,2.834045529144014,2.834045529144014,2.834045529144014,NaN,2.834045529144014,21.83,21.83,21.83,21.83
0.08888888888888889,0.32,2570.809082424018,2570.809082424018,2570.809082424018,9240.913045554611,578.4403661642299,957.73,957.73,957.73,153.54545454545453
0.35555555555555557,0.32,5306.798995761937,5306.798995761937,5306.798995761937,10000.0,1766.3140276525203,1722.52,1722.52,1722.52,268.4561403508772
0.9388888888888889,0.32,5464.3012440684,5464.3012440684,5464.3012440684,10000.0,5371.735963335102,657.29,657.29,657.29,596.2142857142857
0.0125,0.34,0.9082595449394216,0.9082595449394216,0.9082595449394216,NaN,0.9082595449394216,18.12,18.12,18.12,18.12
0.020055555555555556,0.34,1.0840092691479148,1.0840092691479148,1.0840092691479148,NaN,1.0840092691479148,18.16,18.16,18.16,18.16
0.0245,0.34,2.0360074821376406,2.0360074821376406,2.0360074821376406,NaN,2.0360074821376406,21.9,21.9,21.9,21.9
0.034722222222222224,0.34,19.08644894711633,19.08644894711633,19.08644894711633,NaN,19.08644894711633,37.44,37.44,37.44,37.44
0.08888888888888889,0.34,2365.319459797864,2365.319459797864,2365.319459797864,9472.707417132273,698.1543833860898,829.94,829.94,829.94,168.44444444444446
0.35555555555555557,0.34,4737.58317457874,4737.58317457874,4737.58317457874,10000.0,2482.2616779696286,1385.92,1385.92,1385.92,415.6
0.9388888888888889,0.34,4342.971074858377,4342.971074858377,4342.971074858377,NaN,4342.971074858377,274.61,274.61,274.61,274.61
0.0125,0.36,0.9582317949050686,0.9582317949050686,0.9582317949050686,NaN,0.9582317949050686,16.0,16.0,16.0,16.0
0.020055555555555556,0.36,1.2492256351506528,1.2492256351506528,1.2492256351506528,NaN,1.2492256351506528,16.05,16.05,16.05,16.05
0.0245,0.36,1.8222008721445033,1.8222008721445033,1.8222008721445033,NaN,1.8222008721445033,19.23,19.23,19.23,19.23
0.034722222222222224,0.36,2.909182972060914,2.909182972060914,2.909182972060914,NaN,2.909182972060914,23.91,23.91,23.91,23.91
0.08888888888888889,0.36,2114.69417968025,2114.69417968025,2114.69417968025,9450.829091755908,1207.9808759405612,596.71,596.71,596.71,219.3370786516854
0.35555555555555557,0.36,4174.58137869515,4174.58137869515,4174.58137869515,10000.0,3802.746147548032,674.47,674.47,674.47,484.5425531914894
0.9388888888888889,0.36,4474.252288367068,4474.252288367068,4474.252288367068,NaN,4474.252288367068,190.29,190.29,190.29,190.29
0.0125,0.38,0.7453918552445681,0.7453918552445681,0.7453918552445681,NaN,0.7453918552445681,14.24,14.24,14.24,14.24
0.020055555555555556,0.38,1.3746747892977798,1.3746747892977798,1.3746747892977798,NaN,1.3746747892977798,16.05,16.05,16.05,16.05
0.0245,0.38,1.9374924219671492,1.9374924219671492,1.9374924219671492,NaN,1.9374924219671492,17.77,17.77,17.77,17.77
0.034722222222222224,0.38,71.08477960164778,71.08477960164778,71.08477960164778,NaN,71.08477960164778,25.59,25.59,25.59,25.59
0.08888888888888889,0.38,1642.4787599920849,1642.4787599920849,1642.4787599920849,9631.801552197887,1309.5903103168428,430.46,430.46,430.46,296.3125
0.35555555555555557,0.38,3855.5116607198056,3855.5116607198056,3855.5116607198056,10000.0,3665.4759388863968,462.61,462.61,462.61,364.03092783505156
0.9388888888888889,0.38,4060.463978100314,4060.463978100314,4060.463978100314,NaN,4060.463978100314,185.06,185.06,185.06,185.06
0.0125,0.4,0.8461192830978284,0.8461192830978284,0.8461192830978284,NaN,0.8461192830978284,12.83,12.83,12.83,12.83
0.020055555555555556,0.4,1.9702996189578064,1.9702996189578064,1.9702996189578064,NaN,1.9702996189578064,17.78,17.78,17.78,17.78
0.0245,0.4,6.41052740401251,6.41052740401251,6.41052740401251,NaN,6.41052740401251,16.11,16.11,16.11,16.11
0.034722222222222224,0.4,13.242628395635338,13.242628395635338,13.242628395635338,NaN,13.242628395635338,25.86,25.86,25.86,25.86
0.08888888888888889,0.4,1572.173057597221,1572.173057597221,1572.173057597221,9713.445684296454,1489.937980559855,287.95,287.95,287.95,253.989898989899
0.35555555555555557,0.4,3149.688951812921,3149.688951812921,3149.688951812921,10000.0,3080.493890720122,296.6,296.6,296.6,262.72727272727275
0.9388888888888889,0.4,2914.404616014235,2914.404616014235,2914.404616014235,NaN,2914.404616014235,86.01,86.01,86.01,86.01
